,c1
704,chief joy balance vulnerability conniving slickness pierce brosnan brings hit man easy kick middleclass husband wife get knowing him
705,comedy dark oddly unpredictable sporadically hilarious
706,a tart comedy economic duress mindset soontobe downsized hit man
707,writerdirector richard shepards sweet
708,the matador wants siways wacky guys wild adventure
709,its collision worlds ethical standards
710,matador superbly cast story clearly marks shepard r watch
711,the stination get excited
712,broad buddy comedy gets old quickly
713,let times roll
714,this  thriller comedy manners action kept minimum
715,buoyant jazzy
716,almost perfect mix heartbreak humour
717,how men become friends wildly funny improbable
718,although brosnan terrific
719,after see lightful black comedy hit man g seed
720,warmlyinviting black comedy plays like david mamet re pulp fiction
721, dark comedy missing laughs funny darkness
722,kinnear brosnan pull perfectly
723, smarter right now
724,entertaining caper anchored acting couple terrific plot twists
725,after lights g mild jokes predictable reversals evaporated
726,you almost feel brosnans glee allows let hang
727,it comes across somewhat incoherent story told stranger hotel lobby bar
728,breezy entertainment perhaps so
729,its trait is unique ability walk fine line
730,imagine john wayne played roo cowboy clint easod played mall security guard thats pretty happens pierce brosnan matador
731,almost pierce brosnan asked role far bonair coolunrpressure james bond possible were glad did
732,strangely funny dark comedy hitchcockian overt
733,as comedy thriller
734,mands loved spite refuses sugarcoat characters audience love leave therell sitting fence seeing this
735,an amusing original comedy skips along quirky
736,casting greg kinnear as gets play straight man brosnans wackedout whackman stroke genius
737,thrives sleazeball hero colorful forget thin
738, give brosnan chance show comic skills edgy comedy perhaps dark subject matter
739,in ial world
740,nice characters situations unfortunately
741,brosnans irreverent charm welcome alternative bond nonsense
742,brosnans work monster whod like become human
743,a hip hilarious dark comedy
744,with performances
745,hope davis brilliant turn kinnears naive slightly naughty wife cherry director richard shepards sundae
746,intelligently written sparkling witty repartee
747,brosnan kinnear challenge
748,smile like dose cod liver oil 
749, filled admirable intentions practically spill onto screen starts
750, terrific china locales capable castmembers notably wang
751,feels like school project heart right place skills produce some pth emotional heft
752, cause
753,sure
754,however worthy sentiment
755,its intend puzzle us sure
756,a strange beautiful work
757,invisible emotional psychological tendons ties keep completely dispersing nonsequential incoherence
758,this mysterious object niss gorgeous which saying some
759,exciting
760,the intrur exhilarating exhausting
761, surprisingly satisfying meaningful
762,characteristically impressionistic
763,nis composes majestic dream book shots sequences
764, nis mand audiences shimmering enigma
765,a beautiful
766,nis  intricately constructed intensely beautiful date  transcends words stories
767,an aesthetic mystery requires least viewings fully figure out luckily
768,this selfconsciously intricate
769,  go madning elegiac elusive flow let whatever comes 
770,nis cinemas est narrative poets
771,thanks charm brought role ralph young adam butcher
772,heartwarming celebrates healing power innocence faith
773,a fine
774, velops bite tension
775,mcgowans following boys private quest accomplish impossible also affects characters 
776,captures feel relatively uncomplicated era draws us another impossible dream
777,michael mcgowans conventionally heartwarming unrdog drama miss cliche eccentric troublers rocky road sainthood
778,saint ralph kind  see people believe miracles
779,an amiable sentimental fantasy
780,touches heart unexpected ways
781,written glee scheming catholic schoolboy
782,tart tenr comedy pulls miracle genuinely heartwarming leaving cloyingly sticky emotional residue
783,liciously offbeat canadian comedy gets charm marvelous acting screenplay bursting ias
784,mcgowan employs apportid measures droll humor emotional urgency spinning story ralph walker
785,charmer heart
786,both refreshingly realistic charmingly implausible time real miracle
787,heartfelt story teenager proves ordinary individuals extraordinary strong intention help friends
788,worth seeking bittersweet comedy emotionally resonant story stellar performances
789,mcgowans monstrates sometimes strongest acts faith occur entirely outsi church
790,cant argue message worn homilies might give reason question messenger
791,began familiar comingofage story set allboys catholic school steadily morphs some arguably familiar satisfying triumphant sports tale
