,c1,sentiment_neg,sentiment_pos,sentiment_neu,sentiment_compound,sentiment
351,brilliant courtroom drama whose strength lies within power rose's words sidney lumet's great direction (his debut).,0.108,0.429,0.463,0.8519,positive
352,outstanding henry fonda jury classic.,0.0,0.5,0.5,0.6124,positive
353,"""lumet keeps things tense",0.444,0.0,0.556,-0.34,negative
354,incisive gripping film,0.0,0.0,1.0,0.0,neutral
355,"""this sidney lumet's first movie riveting back late 50s",0.0,0.0,1.0,0.0,neutral
356,"""the cast incredible",0.0,0.0,1.0,0.0,neutral
357,"""the film takes confined",0.0,0.0,1.0,0.0,neutral
358,"""too films take art arguing subject; could certainly use",0.242,0.194,0.565,-0.1531,negative
359,"""there real value allows member cultural mosaic jury develop distinct",0.0,0.211,0.789,0.34,positive
360,...the film aged surprisingly well years since 1957 release.,0.0,0.381,0.619,0.5106,positive
361,"""lumet first film records meticulous laboratory experiment",0.0,0.0,1.0,0.0,neutral
362,new viewing come away feelings peeled away another layer characters buried motives.,0.0,0.0,1.0,0.0,neutral
363,"""in 60 years since release",0.0,0.0,1.0,0.0,neutral
364,movie masterpiece. term gets thrown around lot -- easy thing say great films like -- movie one best. one films call perfect.,0.0,0.573,0.427,0.9702,positive
365,one hollywood's notable borrowings television reginald rose drama soul-searchings murder-trial jury...,0.0,0.0,1.0,0.0,neutral
366,"""""""12 angry men"""" puts full range human good evil display. posits",0.414,0.156,0.43,-0.7003,negative
367,"""thought-provoking",0.0,0.0,1.0,0.0,neutral
368,reginald rose's script one deep revelation.,0.0,0.0,1.0,0.0,neutral
369,[the] embodiment disney best -- family entertainment superbly uses brand-new wonders film technology.,0.0,0.389,0.611,0.7906,positive
370,"""thrill-freighted underwater action sequences",0.0,0.0,1.0,0.0,neutral
371,one disney's finest live-action family-flick adventures.,0.0,0.324,0.676,0.34,positive
372,19-09-2002,0.0,0.0,1.0,0.0,neutral
373,better ride disney!,0.0,0.615,0.385,0.4926,positive
374,one all-time great fantasy-adventure films.,0.0,0.506,0.494,0.6249,positive
375,"""squid battle aside",0.565,0.0,0.435,-0.3818,negative
376,"""the talky 20",0.0,0.0,1.0,0.0,neutral
377,...a vision beauty excitement eye ear. still fun watch years.,0.0,0.672,0.328,0.9062,positive
378,,0.0,0.0,0.0,0.0,neutral
379,"""20",0.0,0.0,1.0,0.0,neutral
380,04-09-2004,0.0,0.0,1.0,0.0,neutral
381,,0.0,0.0,0.0,0.0,neutral
382,,0.0,0.0,0.0,0.0,neutral
383,,0.0,0.0,0.0,0.0,neutral
384,"""as fabulous fantastic anything ever done cartoons walt disney's 'live action' movie made jules verne's 20",0.0,0.333,0.667,0.7906,positive
385,"""this one great movie adventures",0.0,0.684,0.316,0.7579,positive
386,"""this one disney's best",0.0,0.583,0.417,0.6369,positive
387,"""walt disney's production 20000 leagues sea special kind picture",0.0,0.466,0.534,0.7269,positive
388,one best disney live action films classic fantasy-adventure.,0.0,0.375,0.625,0.6369,positive
389,grandly entertaining.,0.0,0.744,0.256,0.4404,positive
390,"""far superior majority genre efforts period (or period",0.0,0.333,0.667,0.5423,positive
391,"""a breathtaking piece entertainment",0.0,0.744,0.256,0.7003,positive
392,"""james mason's portrayal captain nemo hard-edged",0.0,0.0,1.0,0.0,neutral
393,classic action-adventure older kids.,0.0,0.0,1.0,0.0,neutral
394,bring david fincher-helmed remake.,0.0,0.0,1.0,0.0,neutral
395,good one could better little less kirk douglas scientific things gawk wonder.,0.0,0.367,0.633,0.7003,positive
396,"""the mammoths",0.0,0.0,1.0,0.0,neutral
397,tedious bore grubby people stand around muttering variety badly chosen accents.,0.362,0.0,0.638,-0.6249,negative
398,"""emmerich's epic formulaic mishmash movie",0.0,0.0,1.0,0.0,neutral
399,... dull compendium recycled adventure epic cliches.,0.27,0.23,0.5,-0.1027,negative
400,roland emmerich remarkable talent draining life interesting stories.,0.0,0.645,0.355,0.8442,positive
401,"""the film's heart right place",0.0,0.512,0.488,0.6369,positive
402,kind movie people discover new hilarious ways mock years come.,0.176,0.384,0.44,0.5106,positive
403,give emmerich credit creating film that's funnier '27 dresses' 'over dead body.',0.217,0.379,0.404,0.296,positive
404,"""cgi effects letter perfect believable. opening mastodon hunt/stampede good effects seen recent 'king kong",0.0,0.355,0.645,0.765,positive
405,slow lumbering wounded manuk.,0.0,0.0,1.0,0.0,neutral
406,"""emmerich never one rely wizardry nuance",0.0,0.0,1.0,0.0,neutral
407,"""in age ... audiences reward blood-and-thunder films ... box office",0.0,0.291,0.709,0.5719,positive
408,"""roland emmerich partial cutting-edge special effects stone-age storytelling",0.0,0.278,0.722,0.4019,positive
409,atrocious waste perfectly good cgi budget ... least geico commercials make effort get historical accuracy right,0.122,0.31,0.568,0.6486,positive
410,little-prehistoric-epic-that-could actually delivers entertaining couple hours.,0.0,0.367,0.633,0.4404,positive
411,"""it's best think hard anything 10",0.146,0.438,0.417,0.5859,positive
412,"""while movie completely ridiculous",0.482,0.0,0.518,-0.4201,negative
413,"""emmerich knows fill screen spectacle",0.0,0.0,1.0,0.0,neutral
414,"""digital imagery imagines striking prehistoric world back-to-basics heroes",0.0,0.32,0.68,0.5106,positive
415,"""an epic adventure towering testosterone counts ceaseless tedium",0.0,0.247,0.753,0.3182,positive
416,"""rather taking trouble imagine early civilization might like -- culture",0.205,0.189,0.606,-0.0516,negative
417,"""almost worth sitting first half revelatory moment forced ask yourself: nearly entire cast suddenly attacked look like cracked-out ostriches?",0.239,0.164,0.597,-0.4391,negative
418,"""worst",1.0,0.0,0.0,-0.6249,negative
419,"""a mix vast cgi spectacle small",0.0,0.0,1.0,0.0,neutral
420,"""conventional bold mild wild",0.0,0.464,0.536,0.3818,positive
421,"""sometimes hankering slab 10",0.0,0.0,1.0,0.0,neutral
422,"""may indeed last end time",0.0,0.0,1.0,0.0,neutral
423,lovely-to-look-at ultimately forgettable adventure flick feels like cross land pharaohs greatest hits joseph campbell.,0.0,0.45,0.55,0.8402,positive
424,crackpot combination pathfinder apocalypto [is] brainless exercise prehistoric goofiness actually affords laughs ice age.,0.0,0.198,0.802,0.4939,positive
425,"""i can't figure exactly film 10",0.0,0.0,1.0,0.0,neutral
426,"""while there's attempt make personal story",0.0,0.0,1.0,0.0,neutral
427,cheered villains building colossal civilization.,0.411,0.308,0.28,-0.2732,negative
428,sheer spectacle film makes easier sell big screen dvd,0.0,0.259,0.741,0.4215,positive
429,"""too dumb take seriously",0.714,0.0,0.286,-0.6124,negative
430,"""one part joseph campbell hero quest",0.0,0.419,0.581,0.5574,positive
431,"""this much-delayed film cries consideration worst cgi",0.576,0.0,0.424,-0.7783,negative
432,even cameo pauly shore encino man would liven bombastic bore.,0.182,0.0,0.818,-0.25,negative
433,"""10",0.0,0.0,1.0,0.0,neutral
434,"""10",0.0,0.0,1.0,0.0,neutral
435,"""the best acting comes woolly mammoths",0.0,0.457,0.543,0.6369,positive
436,"""10",0.0,0.0,1.0,0.0,neutral
437,where's raquel welch fur bikini?,0.0,0.0,1.0,0.0,neutral
438,yabba-dabba-don't.,0.0,0.0,1.0,0.0,neutral
439,"""while special effects top notch... humans dull",0.241,0.402,0.357,0.2023,positive
440,"""...the yagahl speak english inflection ranges fake-african fake-russian",0.0,0.0,1.0,0.0,neutral
441,"""the less said historical accuracy",0.0,0.0,1.0,0.0,neutral
442,"""the characters may speak english",0.0,0.0,1.0,0.0,neutral
443,"""outrageous outlandish",0.75,0.0,0.25,-0.4588,negative
444,"""hey",0.0,0.0,1.0,0.0,neutral
445,strong camp sensibility thing might saved lumbering beast.,0.0,0.504,0.496,0.7269,positive
446,"""10",0.0,0.0,1.0,0.0,neutral
447,"""the mammoths cool. squealing killer ostriches",0.406,0.217,0.377,-0.4588,negative
448,"""if thought 300 silly",0.0,0.268,0.732,0.0258,positive
449,barney rubble lot charisma anyone involved movie.,0.0,0.0,1.0,0.0,neutral
450,"""you may expecting showcase cutting-edge visuals -- appeal title implicit promise seeing lost world re-created presumably dazzling effect? part",0.106,0.106,0.787,0.0,neutral
451,made yearn see caveman again. least intentionally funny.,0.0,0.293,0.707,0.4404,positive
452,overblown stupefyingly dull.,0.574,0.0,0.426,-0.4019,negative
453,"""[i] saith strangely good time",0.272,0.358,0.37,0.1779,positive
454,"""there funny movies prehistoric times ... real gut-busting laughs",0.0,0.466,0.534,0.7269,positive
455,"""even fantasy spectacle",0.0,0.0,1.0,0.0,neutral
456,"""there's shockingly nothing recommend flat",0.559,0.0,0.441,-0.4234,negative
457,"""oh god: silly",0.0,0.762,0.238,0.296,positive
458,"""clearly",0.0,1.0,0.0,0.4019,positive
459,"""too much 10",0.0,0.0,1.0,0.0,neutral
460,"""it promises spectacle action fails deliver much either",0.246,0.228,0.526,-0.0516,negative
461,"""more anything else",0.0,0.0,1.0,0.0,neutral
462,"""our favorite teutonic huckster presumes prehistory means anything narrative goes: hey",0.137,0.216,0.647,0.2732,positive
463,"""10",0.0,0.0,1.0,0.0,neutral
464,"""this may well first prehistoric epic liberal deployment words """"oog",0.0,0.189,0.811,0.2732,positive
465,"""as series set pieces looking available fable keep afloat",0.0,0.0,1.0,0.0,neutral
466,director roland emmerich ultimate spectacle substance filmmaker. actually makes michael bay look like stanley kubrick comparison.,0.0,0.143,0.857,0.3612,positive
467,"""if ten years old fan video games short attention span knowledge history",0.0,0.173,0.827,0.3182,positive
468,"""...it's laughably bad",0.522,0.328,0.149,-0.3182,negative
469,film proves uncharacteristically restrained.,0.0,0.0,1.0,0.0,neutral
470,would emmerich took much care human characters inanimate objects cgi animals.,0.0,0.242,0.758,0.4939,positive
471,"""this stupidly lazy storytelling",0.733,0.0,0.267,-0.6705,negative
472,"""while admittedly formulaic banal",0.0,0.0,1.0,0.0,neutral
473,"""10",0.0,0.0,1.0,0.0,neutral
474,09-03-2008,0.0,0.0,1.0,0.0,neutral
475,one stupidest boring films year.,0.655,0.0,0.345,-0.6908,negative
476,"""visually",0.0,0.0,1.0,0.0,neutral
477,actually movie forget watching it.,0.322,0.0,0.678,-0.2263,negative
478,10-03-2008,0.0,0.0,1.0,0.0,neutral
479,"""while moments",0.0,0.0,1.0,0.0,neutral
480,"""making prehistoric people talk behave like modern people 10",0.0,0.238,0.762,0.3612,positive
481,"""my poor brain hung long could",0.383,0.0,0.617,-0.4767,negative
482,"""if mel gibson remade apocalypto cast geico cavemen",0.0,0.0,1.0,0.0,neutral
483,barely good enough fulfill needs audience starved sort effects-driven film hardly sticks brain minutes over.,0.173,0.252,0.576,0.1639,positive
484,"""good special effects expensive",0.0,0.737,0.263,0.6808,positive
485,...lovesick prehistoric man traverses globe rescue woman loves.,0.0,0.538,0.462,0.7906,positive
486,"""it's f/x opportunities",0.0,0.565,0.435,0.3818,positive
487,"""neither grand enough impressive antic enough charming",0.399,0.293,0.308,-0.0982,negative
488,12-03-2008,0.0,0.0,1.0,0.0,neutral
489,year's first event movie almost guaranteed wind dumbest.,0.303,0.0,0.697,-0.4654,negative
490,"""strait one unsympathetic cardboard heroes genre",0.0,0.398,0.602,0.5106,positive
491,"""director roland emmerich swapped disaster movies like day tomorrow godzilla",0.281,0.171,0.548,-0.3818,negative
492,"""even though there's never hint either research gritty realism",0.0,0.0,1.0,0.0,neutral
493,"""roland emmerich's prehistoric odyssey 10",0.0,0.0,1.0,0.0,neutral
494,roland emmerich's great big cgi blockbuster lumbers along like one woolly mammoths roam across screen.,0.0,0.467,0.533,0.8885,positive
495,"""don't expect roland emmerich's 10",0.0,0.0,1.0,0.0,neutral
496,"""in might record",0.0,0.0,1.0,0.0,neutral
497,lot fun.,0.0,0.767,0.233,0.5106,positive
498,"""roland emmerich loves make big",0.0,0.481,0.519,0.5719,positive
499,take kids along; unless want grow palaeontologists.,0.0,0.178,0.822,0.0772,positive
500,"""a beggar's banquet milky cgi beasties clunky battle-porn set-pieces",0.0,0.0,1.0,0.0,neutral
501,"""like lumbering mammoths",0.0,0.556,0.444,0.3612,positive
502,"""with much talk",0.0,0.0,1.0,0.0,neutral
503,"""the mammoths wild woolly innocent",0.0,0.375,0.625,0.34,positive
504,,0.0,0.0,0.0,0.0,neutral
505,"""one infer",0.0,0.0,1.0,0.0,neutral
506,"""strictly popcorn flick version joseph campell's hero's journey looks great even plays fast loose geography",0.113,0.299,0.588,0.5859,positive
507,"""a blind man brought slab beneath earth",0.31,0.0,0.69,-0.4019,negative
508,"""with dreadfully dull story performances petrified 12",0.712,0.0,0.288,-0.872,negative
509,horrible movie.,0.778,0.0,0.222,-0.5423,negative
510,,0.0,0.0,0.0,0.0,neutral
511,"""i know",0.0,0.0,1.0,0.0,neutral
512,"""you actually feel sorry actors",0.245,0.0,0.755,-0.0772,negative
513,surely coincidence sign d'leh's accomplishment white spear.,0.0,0.326,0.674,0.4404,positive
514,"""it's wrong movie altogether",0.508,0.0,0.492,-0.4767,negative
515,"""it hard enthralled dusty",0.318,0.0,0.682,-0.1027,negative
516,"""i enjoyed movie",0.0,0.623,0.377,0.5106,positive
517,film countryman uwe boll would made budget cinematographer,0.0,0.0,1.0,0.0,neutral
518,actors speak fluent anachronistic english. dialogue prehistoric way emmerich intended.,0.0,0.0,1.0,0.0,neutral
519,"""crap",1.0,0.0,0.0,-0.3818,negative
520,one worst movies i've ever seen.,0.451,0.0,0.549,-0.6249,negative
521,"""ena matso kakomoirides sernontai stin ammo kai ton ilio",0.0,0.0,1.0,0.0,neutral
522,filmmakers ashamed even allowing movie enter movie theatre. like bad made tv special would see abc nbc.,0.266,0.21,0.524,-0.34,negative
523,"""in fact",0.0,0.0,1.0,0.0,neutral
524,pleasant surprise.,0.0,1.0,0.0,0.6597,positive
525,"""but folks made 10",0.0,0.0,1.0,0.0,neutral
526,"""ready rumble",0.0,0.714,0.286,0.3612,positive
527,...most film simply matter waiting end.,0.0,0.214,0.786,0.0935,positive
528,disaster can't even get computer generated images right.,0.369,0.0,0.631,-0.6249,negative
529,"""i can't help think 10",0.361,0.0,0.639,-0.3089,negative
530,"""would make good drinking game; silly fun """"good."""" critic sitting near snorted derision """"the costumes kicked ass",0.279,0.364,0.357,0.34,positive
531,"""people expecting fun action movie severely disappointed. get drunk buddies go make fun",0.368,0.286,0.346,-0.2263,negative
532,brace mammoth disappointment.,0.623,0.0,0.377,-0.5106,negative
533,"""10",0.0,0.0,1.0,0.0,neutral
534,"""heavy moronic mysticism light imagination",0.481,0.0,0.519,-0.5719,negative
535,"""violent",1.0,0.0,0.0,-0.5994,negative
536,"""some backgrounds look though roland emmerich crew broke museum hours filmed dioramas. rather disaster film",0.347,0.0,0.653,-0.7845,negative
537,,0.0,0.0,0.0,0.0,neutral
538,one biggest problems film casting.,0.403,0.0,0.597,-0.4019,negative
539,"""all [emmerich] cares boring. level",0.277,0.361,0.361,0.1779,positive
540,"""a lousier adventure movie find year: 10",0.305,0.219,0.476,-0.2263,negative
541,inconceivable filmmakers experienced emmerich team know making bad movie.,0.304,0.0,0.696,-0.5423,negative
542,06-06-2019,0.0,0.0,1.0,0.0,neutral
543,"""nothing standard boy meets girl",0.0,0.0,1.0,0.0,neutral
